timestamp,coord_x,coord_y,vehicle_type,speed,traffic_density,hour,is_peak_hour,is_large_vehicle,is_large_vehicle_ratio,cluster,congestion_severity
2024-01-01 12:46:00,3.745401188473625,3.936355202774421,motorcycle,46.807657133881904,low,12,0,0,0.0,4,0.21987238110196827
2024-01-01 19:52:00,9.50714306409916,4.734356593750214,motorcycle,29.97753798242879,medium,19,0,0,0.0,1,1.0007487339190404
2024-01-01 00:08:00,7.319939418114051,8.545473932021803,motorcycle,21.819978152582536,low,0,0,0,0.0,2,0.6363336974569578
2024-01-01 23:41:00,5.986584841970366,3.400043860598921,car,31.230186735267555,low,23,0,1,1.0,1,0.4794968877455407
2024-01-01 01:14:00,1.5601864044243652,8.696496848121713,motorcycle,24.494660317992988,low,1,0,0,0.0,0,0.5917556613667835
2024-01-01 22:37:00,1.5599452033620265,0.8813443097669149,car,23.832698900435982,high,22,0,1,1.0,4,1.8083650549782007
2024-01-01 00:04:00,0.5808361216819946,7.767984372086307,motorcycle,34.33184067271543,high,0,0,0,0.0,0,1.2834079663642286
2024-01-01 07:53:00,8.661761457749352,8.475476330547364,car,13.962705249701045,medium,7,1,1,1.0,2,1.5345764916766318
2024-01-01 02:46:00,6.011150117432088,1.8181765283733875,car,15.560710775077728,low,2,0,1,1.0,1,0.7406548204153711
2024-01-01 04:32:00,7.080725777960454,4.303465323722005,car,30.192908803739428,high,4,0,1,1.0,2,1.4903545598130286
2024-01-01 09:22:00,0.20584494295802447,1.6549977466365562,car,29.77691461087569,medium,9,1,1,1.0,4,1.0074361796374771
2024-01-01 18:45:00,9.699098521619943,7.066041289942177,car,33.43554577039936,high,18,1,1,1.0,3,1.328222711480032
2024-01-01 01:11:00,8.324426408004218,5.353477680616567,bus,48.752253884833884,low,1,0,1,1.0,2,0.1874624352527686
2024-01-01 18:08:00,2.1233911067827616,6.353233467083211,motorcycle,31.04514036075821,medium,18,1,0,0.0,3,0.9651619879747263
2024-01-01 19:22:00,1.8182496720710062,1.9648696695621115,motorcycle,35.98172150334794,low,19,0,0,0.0,4,0.40030464161086765
2024-01-01 11:46:00,1.8340450985343382,2.117458620524195,motorcycle,20.24467064385368,low,11,0,0,0.0,4,0.6625888226024387
2024-01-01 21:01:00,3.0424224295953772,0.4149732550990637,motorcycle,37.67937663516537,high,21,0,0,0.0,4,1.1160311682417317
2024-01-01 16:24:00,5.247564316322379,3.220675351957297,motorcycle,24.736091348893222,medium,16,1,0,0.0,1,1.1754636217035592
2024-01-01 08:00:00,4.319450186421157,5.59744661333675,motorcycle,30.714208325810933,medium,8,1,0,0.0,0,0.9761930558063022
2024-01-01 08:54:00,2.9122914019804194,8.579349139973289,motorcycle,28.911513749308384,medium,8,1,0,0.0,0,1.036282875023054
2024-01-01 20:38:00,6.118528947223795,6.669274474586807,motorcycle,40.32974234914031,high,20,0,0,0.0,3,0.9835128825429844
2024-01-01 22:00:00,1.3949386065204183,4.353963233997514,motorcycle,16.900234456250004,medium,22,0,0,0.0,3,1.4366588514583332
2024-01-01 22:20:00,2.9214464853521815,9.531201143941377,bus,7.167613653849607,high,22,0,1,1.0,3,2.6416193173075198
2024-01-01 10:55:00,3.663618432936917,7.192452005758319,motorcycle,27.865673029120757,medium,10,0,0,0.0,0,1.0711442323626414
2024-01-01 23:59:00,4.56069984217036,9.301652028625501,car,34.68531256905124,high,23,0,1,1.0,3,1.2657343715474378
2024-01-01 10:44:00,7.851759613930136,5.2758797327216564,motorcycle,31.522693758075,medium,10,0,0,0.0,2,0.9492435413975
2024-01-01 22:08:00,1.9967378215835974,2.589042747931396,bus,42.322042374139116,high,22,0,1,1.0,4,0.8838978812930443
2024-01-01 09:33:00,5.142344384136116,0.5282668636472199,car,34.37372674179668,low,9,1,1,1.0,4,0.4271045543033887
2024-01-01 11:34:00,5.924145688620425,7.260848514838505,car,24.3615166814014,low,11,0,1,1.0,2,0.5939747219766434
2024-01-01 22:58:00,0.46450412719997725,1.2130299800553412,car,6.745798458603197,low,22,0,1,1.0,4,0.8875700256899467
2024-01-01 10:08:00,6.075448519014383,3.027751282719672,motorcycle,27.626877658047817,medium,10,0,0,0.0,1,1.0791040780650727
2024-01-01 07:33:00,1.7052412368729153,5.324709078838974,bus,40.27959002257798,high,7,1,1,1.0,0,0.9860204988711011
2024-01-01 11:39:00,0.6505159298527952,5.644165877797477,car,26.079522173328854,low,11,0,1,1.0,0,0.5653412971111857
2024-01-01 16:05:00,9.488855372533333,6.005831969871361,car,30.28320263677764,medium,16,1,1,1.0,1,0.9905599121074119
2024-01-01 17:31:00,9.656320330745594,1.6625533034970064,car,34.21360254306708,high,17,1,1,1.0,1,1.289319872846646
2024-01-01 10:58:00,8.08397348116461,3.7973740482164873,motorcycle,19.84707625750184,low,10,0,0,0.0,1,0.6692153957083027
2024-01-01 04:54:00,3.0461376917337066,6.171942271169667,car,36.232358966388176,low,4,0,1,1.0,0,0.39612735056019704
2024-01-01 18:31:00,0.9767211400638387,9.698188646337847,motorcycle,46.37121790001706,medium,18,1,0,0.0,3,0.4542927366660981
2024-01-01 03:40:00,6.842330265121569,7.276311376996887,motorcycle,28.27186648106594,high,3,0,0,0.0,2,1.586406675946703
2024-01-01 16:23:00,4.4015249373960135,9.226037570939578,motorcycle,18.709355781676983,medium,16,1,0,0.0,3,1.3763548072774339
2024-01-01 02:32:00,1.2203823484477883,7.62212058314177,bus,29.333989729780264,low,2,0,1,1.0,0,0.5111001711703289
2024-01-01 16:33:00,4.951769101112702,5.917169688924004,motorcycle,7.756158913911314,medium,16,1,0,0.0,3,1.7414613695362895
2024-01-01 07:53:00,0.34388521115218396,1.9202336913634455,motorcycle,33.36903263976616,medium,7,1,0,0.0,4,0.8876989120077946
2024-01-01 19:08:00,9.093204020787821,6.6668565189251305,motorcycle,34.52274377648579,low,19,0,0,0.0,3,0.4246209370585702
2024-01-01 19:46:00,2.587799816000169,6.233795659599071,car,46.756362938455624,low,19,0,1,1.0,3,0.22072728435907293
2024-01-01 01:31:00,6.62522284353982,6.024691704572664,car,28.06005207433375,high,1,0,1,1.0,2,1.5969973962833126
2024-01-01 02:32:00,3.1171107608941098,4.8978586798824075,motorcycle,34.084853381464704,high,2,0,0,0.0,0,1.295757330926765
2024-01-01 00:53:00,5.200680211778108,5.286566039892756,motorcycle,21.38711897614099,low,0,0,0,0.0,2,0.6435480170643169
2024-01-01 14:42:00,5.4671027934327965,3.3444252711810405,car,26.435728794749213,low,14,0,1,1.0,1,0.5594045200875132
2024-01-01 16:36:00,1.8485445552552704,5.193126926423032,bus,14.74814563337802,high,16,1,1,1.0,4,2.262592718331099
2024-01-01 07:18:00,9.695846277645586,1.9755590567847825,car,28.052103787167646,medium,7,1,1,1.0,1,1.0649298737610784
2024-01-01 20:27:00,7.7513282336111455,8.051743973603768,motorcycle,26.946908464814353,low,20,0,0,0.0,3,0.5508848589197607
2024-01-01 08:43:00,9.394989415641891,1.857769546987078,bus,32.991997660888956,low,8,1,1,1.0,1,0.4501333723185174
2024-01-01 16:57:00,8.948273504276488,0.8496628988946642,motorcycle,23.764031196673606,medium,16,1,0,0.0,1,1.2078656267775465
2024-01-01 22:45:00,5.978999788110851,4.362460263571574,motorcycle,30.833453509750917,high,22,0,0,0.0,3,1.458327324512454
2024-01-01 10:19:00,9.218742350231167,6.583074395060619,motorcycle,26.666199443923343,high,10,0,0,0.0,2,1.6666900278038326
2024-01-01 13:53:00,0.884925020519195,4.377168249335414,motorcycle,26.685006117004857,medium,13,0,0,0.0,4,1.110499796099838
2024-01-01 13:38:00,1.959828624191452,2.767541319513086,car,30.803623259630303,low,13,0,1,1.0,4,0.4866062790061616
2024-01-01 03:45:00,0.45227288910538066,5.581711838904408,motorcycle,30.4052294231701,medium,3,0,0,0.0,0,0.9864923525609968
2024-01-01 16:26:00,3.2533033076326436,3.4700233541219996,motorcycle,37.61174039051639,low,16,1,0,0.0,4,0.3731376601580602
2024-01-01 01:10:00,3.8867728968948203,9.32867690126633,motorcycle,28.793569658701653,high,1,0,0,0.0,0,1.5603215170649174
2024-01-01 18:20:00,2.713490317738959,9.22645139603572,motorcycle,26.501146508769967,low,18,1,0,0.0,3,0.558314224853834
2024-01-01 23:13:00,8.287375091519294,5.023718199720955,motorcycle,28.19192554912774,low,23,0,0,0.0,3,0.5301345741812044
2024-01-01 09:49:00,3.567533266935893,3.278839940182585,motorcycle,22.853358831590075,low,9,1,0,0.0,4,0.6191106861401655
2024-01-01 08:47:00,2.8093450968738076,7.371324139566391,motorcycle,26.400889064333285,low,8,1,0,0.0,0,0.5599851822611119
2024-01-01 02:50:00,5.426960831582485,0.3671294348306664,car,50.31158713073231,low,2,0,1,1.0,4,0.1614735478211281
2024-01-01 06:15:00,1.4092422497476265,4.747690060436512,car,20.873212393041328,high,6,0,1,1.0,0,1.9563393803479336
2024-01-01 03:34:00,8.021969807540398,3.363233942703335,car,27.213436661206906,medium,3,0,1,1.0,2,1.0928854446264364
2024-01-01 05:32:00,0.7455064367977082,9.205358851025547,motorcycle,26.125113367303097,high,5,0,0,0.0,0,1.693744331634845
2024-01-01 14:51:00,9.868869366005173,0.12003027272682543,car,27.528283877556007,low,14,0,1,1.0,1,0.5411952687073999
2024-01-01 21:14:00,7.722447692966574,5.528148757183491,bus,26.68760691121605,medium,21,0,1,1.0,3,1.110413102959465
2024-01-01 17:59:00,1.987156815341724,7.40663581066626,car,32.79240101221,low,17,1,1,1.0,3,0.4534599831298333
2024-01-01 11:02:00,0.05522117123602399,4.850179875240412,car,12.898248986082056,high,11,0,1,1.0,4,2.3550875506958975
2024-01-01 17:19:00,8.154614284548341,0.8540303016272166,motorcycle,40.37171472532005,high,17,1,0,0.0,1,0.9814142637339976
2024-01-01 05:10:00,7.068573438476172,9.724613900279023,bus,36.32582799642197,low,5,0,1,1.0,2,0.39456953339296713
2024-01-01 21:29:00,7.2900716804098735,5.180104313760979,motorcycle,17.57128413936865,low,21,0,0,0.0,3,0.7071452643438558
2024-01-01 05:21:00,7.712703466859457,6.141862443190114,motorcycle,7.309227270475986,medium,5,0,0,0.0,2,1.7563590909841338
2024-01-01 10:38:00,0.7404465173409036,2.366097827075073,motorcycle,20.229278538585987,medium,10,0,0,0.0,4,1.3256907153804671
2024-01-01 06:47:00,3.5846572854427263,4.834980851068038,motorcycle,27.573335385728775,low,6,0,0,0.0,0,0.5404444102378537
2024-01-01 12:36:00,1.1586905952512971,4.291494919583219,bus,55.80291898690775,medium,12,0,1,1.0,4,0.13990270043640837
2024-01-01 15:21:00,8.631034258755935,0.7489584200198374,motorcycle,35.43256964974273,low,15,0,0,0.0,1,0.4094571725042878
2024-01-01 02:13:00,6.232981268275579,1.0616035354746722,motorcycle,11.924103508185425,low,2,0,0,0.0,1,0.801264941530243
2024-01-01 19:48:00,3.308980248526492,8.374725196187745,car,23.10344495099056,low,19,0,1,1.0,3,0.6149425841501572
2024-01-01 22:31:00,0.6355835028602363,2.3981995220659025,motorcycle,29.46787563727017,high,22,0,0,0.0,4,1.5266062181364917
2024-01-01 14:32:00,3.109823217156622,1.9495827149863054,motorcycle,32.53683554298097,low,14,0,0,0.0,4,0.4577194076169839
2024-01-01 23:56:00,3.2518332202674705,5.049114512501393,car,16.85251139689577,low,23,0,1,1.0,3,0.7191248100517371
2024-01-01 19:23:00,7.29606178338064,7.68747131362513,car,28.650097720229386,low,19,0,1,1.0,3,0.5224983713295103
2024-01-01 16:10:00,6.3755747135521315,0.6194651857898792,motorcycle,22.823608623894593,medium,16,1,0,0.0,1,1.2392130458701802
2024-01-01 12:05:00,8.872127425763265,5.768079196382558,car,18.962414373976834,low,12,0,1,1.0,2,0.6839597604337194
2024-01-01 12:53:00,4.722149251619493,1.1921044284057336,motorcycle,32.59595646698954,high,12,0,0,0.0,4,1.370202176650523
2024-01-01 01:27:00,1.195942459383017,0.3646105082561846,motorcycle,37.73877173442823,high,1,0,0,0.0,4,1.1130614132785888
2024-01-01 01:37:00,7.13244787222995,0.5274395216221739,motorcycle,38.410412769616194,low,1,0,0,0.0,1,0.3598264538397301
2024-01-01 07:48:00,7.607850486168974,8.341641082084413,motorcycle,35.74386351133876,low,7,1,0,0.0,2,0.4042689414776873
2024-01-01 12:14:00,5.612771975694963,1.1797248362806156,car,25.026304668597373,low,12,0,1,1.0,1,0.5828949221900437
2024-01-01 06:44:00,7.70967179954561,0.4515136441229195,car,37.14549761463506,high,6,0,1,1.0,1,1.1427251192682468
2024-01-01 18:13:00,4.937955963643907,4.378998871429123,motorcycle,33.09054438104288,medium,18,1,0,0.0,3,0.8969818539652372
2024-01-01 00:18:00,5.227328293819941,8.439934719420247,motorcycle,31.33941882952013,medium,0,0,0,0.0,2,0.9553527056826623
2024-01-01 21:20:00,4.275410183585496,2.6240837648930193,car,23.883068782982015,low,21,0,1,1.0,4,0.6019488536169664
2024-01-01 09:13:00,0.2541912674409519,4.217126175259164,motorcycle,25.031238726584718,medium,9,1,0,0.0,4,1.1656253757805095
2024-01-01 20:49:00,1.0789142699330445,0.39922532563751223,motorcycle,30.73886936124554,high,20,0,0,0.0,4,1.4630565319377231
2024-01-01 02:37:00,0.3142918568673425,4.490785141348759,bus,54.39874466985501,low,2,0,1,1.0,0,0.09335425550241645
2024-01-01 20:04:00,6.364104112637804,5.776130806371337,car,33.012424800913905,medium,20,0,1,1.0,3,0.8995858399695364
2024-01-01 15:22:00,3.143559810763267,5.709070537521448,bus,23.88811497749714,low,15,0,1,1.0,3,0.6018647503750477
2024-01-01 04:11:00,5.085706911647028,3.324266921743652,motorcycle,21.67610555030557,low,4,0,0,0.0,2,0.6387315741615738
2024-01-01 13:13:00,9.07566473926093,3.155331806631355,car,25.08233387343797,high,13,0,1,1.0,1,1.7458833063281012
2024-01-01 23:32:00,2.4929222914887497,1.0662361893659789,motorcycle,51.77293447549066,high,23,0,0,0.0,4,0.41135327622546713
2024-01-01 17:52:00,4.103829230356297,3.667983206462684,motorcycle,26.00743354054038,medium,17,1,0,0.0,4,1.1330855486486542
2024-01-01 02:50:00,7.555511385430487,0.9949466887296465,motorcycle,39.068705346102846,high,2,0,0,0.0,1,1.0465647326948577
2024-01-01 18:49:00,2.2879816549162246,7.665959447120516,motorcycle,26.240717545286437,low,18,1,0,0.0,3,0.5626547075785594
2024-01-01 09:22:00,0.7697990982879299,9.662742977481859,motorcycle,32.611845412796285,high,9,1,0,0.0,0,1.3694077293601858
2024-01-01 08:06:00,2.8975145291376805,9.700744566667069,motorcycle,37.91745274008722,medium,8,1,0,0.0,0,0.7360849086637593
2024-01-01 05:16:00,1.6122128725400442,8.650710993753938,motorcycle,24.28097150190076,medium,5,0,0,0.0,0,1.1906342832699748
2024-01-01 08:48:00,9.29697652342573,6.007921493396191,car,23.588883458472303,medium,8,1,1,1.0,2,1.2137038847175898
2024-01-01 17:29:00,8.08120379564417,7.008656972438799,motorcycle,46.5886969445533,high,17,1,0,0.0,3,0.6705651527723351
2024-01-01 03:37:00,6.334037565104235,2.8520580268041407,motorcycle,39.84592894895797,high,3,0,0,0.0,2,1.0077035525521016
2024-01-01 06:08:00,8.714605901877178,6.307704201726207,motorcycle,37.906723186907286,high,6,0,0,0.0,2,1.1046638406546356
2024-01-01 19:32:00,8.036720768991145,4.556495494398774,motorcycle,37.87276293122914,high,19,0,0,0.0,1,1.106361853438543
2024-01-01 09:57:00,1.8657005888603584,4.8201733977693255,car,34.59575488311066,high,9,1,1,1.0,0,1.270212255844467
2024-01-01 23:45:00,8.925589984899778,7.57776560375158,motorcycle,50.17775813175065,medium,23,0,0,0.0,3,0.3274080622749783
2024-01-01 14:41:00,5.393422419156507,2.8191835559725167,car,30.43908301877157,medium,14,0,1,1.0,1,0.985363899374281
2024-01-01 20:04:00,8.074401551640625,3.180396116945199,motorcycle,35.772623672009196,high,20,0,0,0.0,1,1.21136881639954
2024-01-01 02:35:00,8.960912999234932,9.246417911286366,motorcycle,15.490870714059874,low,2,0,0,0.0,2,0.7418188214323355
2024-01-01 15:31:00,3.1800347497186388,0.5622429485097225,car,21.75039313408759,medium,15,0,1,1.0,4,1.2749868955304138
2024-01-01 14:40:00,1.1005192452767676,4.856342984133404,car,17.991810001649597,low,14,0,1,1.0,4,0.7001364999725067
2024-01-01 15:35:00,2.279351625419417,9.128008004078618,motorcycle,42.74063583516149,low,15,0,0,0.0,3,0.28765606941397515
2024-01-01 21:17:00,4.271077886262563,6.10363007818157,car,5.0,medium,21,0,1,1.0,3,1.8333333333333333
2024-01-01 14:02:00,8.18014765922493,5.46407074212132,motorcycle,25.976899772472773,low,14,0,0,0.0,1,0.567051670458787
2024-01-01 18:00:00,8.607305832563434,2.497441792293552,car,5.0,low,18,1,1,1.0,1,0.9166666666666666
2024-01-01 21:01:00,0.06952130531190703,3.4327548906444827,car,21.6871210451811,medium,21,0,1,1.0,4,1.27709596516063
2024-01-01 21:02:00,5.107473025775658,8.52048415804693,car,25.090510502681337,medium,21,0,1,1.0,3,1.163649649910622
2024-01-01 04:59:00,4.17411003148779,5.592181317684581,bus,43.84871093794044,high,4,0,1,1.0,0,0.8075644531029781
2024-01-01 00:06:00,2.2210781047073027,5.147421937567799,motorcycle,33.966279392214574,medium,0,0,0,0.0,0,0.8677906869261809
2024-01-01 06:09:00,1.198653673336828,0.9957971354002892,car,21.66858476671034,low,6,0,1,1.0,4,0.6388569205548277
2024-01-01 12:04:00,3.3761517140362796,0.16028156455123121,motorcycle,40.65963719731826,medium,12,0,0,0.0,4,0.6446787600893913
2024-01-01 19:56:00,9.429097039125192,9.636851886870492,motorcycle,30.178322545297576,high,19,0,0,0.0,3,1.4910838727351212
2024-01-01 14:55:00,3.2320293202075523,3.7698616728684167,motorcycle,30.375668587072525,medium,14,0,0,0.0,4,0.9874777137642492
2024-01-01 18:26:00,5.187906217433661,6.032130620995043,motorcycle,17.97328492228008,low,18,1,0,0.0,3,0.700445251295332
2024-01-01 05:39:00,7.030189588951778,0.7971507318728499,car,20.099862860968607,medium,5,0,1,1.0,1,1.3300045713010464
2024-01-01 17:31:00,3.63629602379294,6.831142857230466,motorcycle,21.749027000544757,low,17,1,0,0.0,3,0.6375162166575874
2024-01-01 10:24:00,9.717820827209607,9.325667087059609,motorcycle,30.464612731541894,medium,10,0,0,0.0,2,0.9845129089486035
